1400,109,4,16,64,4,8,4,16,2,2,16,2,0,8,0,0,0
716,44,8,4,2,0,16,32,4,0,4,16,8,4,2,4,32,2
1176,82,0,4,2,4,2,2,64,4,0,0,8,16,0,0,32,4
1600,128,2,2,16,4,8,8,0,16,4,4,2,64,0,0,0,2
1304,81,4,0,0,0,16,4,0,0,32,2,16,8,8,16,32,8
1200,66,2,16,2,4,64,4,8,16,0,0,32,4,0,0,0,2
1060,82,0,0,0,8,0,2,16,8,0,4,32,64,0,2,4,8
784,51,0,8,4,8,2,16,64,4,2,4,8,2,0,2,0,8
1416,110,2,64,4,8,4,32,16,2,4,8,2,0,0,0,2,0
1540,109,0,0,2,4,2,32,16,8,0,16,32,2,4,2,8,4
428,11,2,16,2,2,16,4,32,2,4,16,2,8,2,4,32,2
1316,85,8,2,0,0,2,16,4,0,16,64,16,0,2,16,4,4
580,27,2,4,2,4,16,64,8,2,0,16,4,0,0,0,0,2
576,21,2,0,0,0,2,4,64,2,2,8,2,16,4,2,4,32
376,15,0,2,32,2,2,8,4,8,4,32,16,2,0,2,4,4
780,61,2,0,0,4,0,4,8,2,2,4,64,16,4,8,16,4
1112,71,0,16,32,4,0,4,32,2,2,4,32,2,0,2,2,4
572,30,2,4,16,8,8,8,32,8,4,32,4,0,0,8,2,0
472,1,2,4,2,4,16,8,16,8,8,64,2,4,4,8,2,2
1144,84,4,16,2,2,8,4,8,4,2,16,32,16,8,2,16,2
716,36,2,32,0,0,8,8,2,0,4,64,16,0,8,4,2,2
1616,116,0,8,4,0,2,16,2,0,4,8,16,4,8,64,4,4
2060,142,0,0,2,2,0,0,4,4,2,64,32,4,4,8,4,16
1424,102,0,0,16,0,2,4,64,4,4,16,4,16,2,2,8,4
936,60,2,0,0,0,32,0,2,2,2,8,16,0,8,64,8,0
1488,116,2,2,2,4,16,8,16,8,4,2,64,2,2,0,16,4
1440,104,0,0,0,8,2,0,4,4,0,2,16,32,4,4,64,2
688,37,2,16,2,8,4,2,16,2,32,4,32,8,2,2,4,4
748,41,2,32,4,2,8,16,64,4,4,2,0,0,2,0,4,0
1064,72,0,0,2,16,0,0,8,4,2,16,64,8,0,8,16,4
2628,179,2,2,2,8,0,4,32,2,0,8,16,64,4,4,8,2
1412,121,2,16,8,8,4,4,64,2,8,16,0,2,0,4,0,0
1360,98,8,2,8,2,16,32,64,0,4,2,0,2,0,0,0,0
1072,68,4,8,2,2,32,32,16,8,2,16,8,0,4,0,2,0
1268,83,0,2,8,4,0,16,64,32,0,2,4,2,0,0,2,8
1440,114,8,16,8,4,8,64,2,4,2,8,0,0,2,4,0,0
512,17,0,0,8,0,0,0,4,2,8,64,16,4,2,2,2,16
580,24,2,0,2,0,4,0,32,4,2,8,4,4,4,32,2,32
636,35,4,4,4,0,16,8,2,0,4,64,8,2,8,2,0,0
1628,131,4,8,2,4,16,64,8,2,2,2,2,16,2,0,16,2
1696,113,0,2,4,0,0,0,8,4,8,0,16,16,2,64,4,4
596,30,0,0,0,2,2,2,64,32,8,8,2,8,2,4,4,2
1488,116,2,4,0,2,4,2,0,0,16,64,16,0,4,4,8,4
600,30,2,8,8,4,8,32,4,2,4,8,16,8,2,16,4,16
320,2,4,16,4,2,2,32,16,4,4,16,8,2,2,8,4,8
1160,87,0,0,0,0,0,0,2,4,4,0,8,16,64,8,32,4
612,23,16,4,8,4,2,4,64,4,0,4,16,2,0,2,16,2
1420,91,0,0,2,8,0,0,32,16,2,4,64,4,0,4,2,8
1500,115,2,32,8,2,4,4,16,8,2,8,2,32,4,4,16,2
664,46,0,0,2,4,2,16,8,2,4,64,2,8,8,2,8,4
628,26,16,2,4,2,2,64,8,32,4,8,2,2,0,0,0,2
1116,74,4,16,2,16,8,4,16,8,4,16,32,8,0,2,4,2
1064,93,8,2,8,16,2,32,2,32,0,4,8,4,2,2,4,2
2160,139,4,16,64,4,2,8,2,4,8,32,8,0,2,0,2,0
1292,81,2,0,0,0,64,4,2,4,8,16,8,2,4,2,32,4
872,35,2,8,4,0,16,8,32,0,64,2,0,0,2,0,2,0
1176,71,2,8,0,0,32,2,0,0,16,8,64,2,4,2,2,4
3004,244,32,4,8,4,8,2,64,2,0,2,8,2,0,2,0,0
680,49,2,4,4,0,8,2,2,0,4,16,64,8,2,4,2,16
720,43,0,2,4,2,0,4,2,8,4,64,32,2,4,16,4,2
660,46,8,64,8,4,2,32,0,0,8,0,2,0,2,0,0,0
488,16,2,4,32,4,4,32,8,2,16,8,2,0,32,0,0,2
1528,106,4,2,16,16,16,8,4,4,0,2,16,64,0,0,2,2
1180,81,2,2,16,2,0,4,8,16,2,2,2,64,0,0,16,2
1164,79,4,4,2,4,0,16,16,4,0,2,64,8,0,0,2,0
1004,50,2,0,0,4,2,2,2,64,4,8,16,16,2,2,8,4
1700,140,4,2,4,8,8,64,4,4,2,4,32,2,0,0,0,4
644,37,0,0,8,0,2,0,16,4,4,64,8,8,2,8,2,2
612,25,16,2,4,16,32,16,32,0,4,2,2,0,2,16,0,0
2268,164,4,8,2,8,2,2,8,2,4,32,16,32,2,8,8,2
1300,86,4,2,4,4,2,4,2,64,4,32,8,16,2,8,4,2
1020,68,32,2,2,4,4,16,4,8,16,32,8,2,2,4,4,2
1100,63,0,8,64,8,0,2,8,32,0,0,16,2,0,0,4,4
632,24,8,2,16,4,32,64,2,2,4,8,0,0,2,0,0,0
1876,168,2,0,0,4,2,8,16,2,8,2,8,64,2,4,16,8
824,57,4,2,2,16,0,4,4,2,0,16,8,64,0,2,4,8
1752,137,16,2,2,8,2,4,4,2,4,8,64,8,0,2,4,2
876,59,16,4,4,8,8,16,32,0,32,4,0,0,16,2,0,0
660,44,0,0,0,4,0,16,16,2,0,4,16,32,2,32,4,4
1240,78,32,0,2,0,2,64,4,0,4,2,4,16,2,4,2,4
3000,217,8,0,0,0,4,2,0,2,16,16,8,0,2,8,64,4
1004,46,0,0,2,4,2,0,2,64,0,4,8,2,32,2,4,16
1224,104,0,2,8,4,0,4,64,2,0,2,8,32,0,8,2,4
600,36,2,8,2,32,2,16,4,2,4,32,4,2,2,4,2,8
916,59,0,0,0,2,16,0,0,0,64,2,0,0,16,8,32,2
648,49,0,0,0,0,8,4,0,2,64,32,0,2,8,8,4,4
1444,131,4,4,32,4,2,16,8,4,0,4,32,0,0,2,8,2
884,59,2,4,0,0,16,64,16,0,8,4,4,2,4,2,2,8
652,32,4,64,4,4,2,32,8,4,0,0,16,0,0,0,2,0
732,29,4,32,64,4,2,16,4,2,2,16,8,0,2,2,0,0
1348,99,4,8,2,16,16,4,32,2,32,8,2,0,2,4,2,0
1364,94,0,8,0,0,16,16,0,2,2,32,2,2,4,2,64,4
1428,97,8,16,0,0,2,64,8,0,8,16,8,2,4,8,2,0
2752,197,0,0,2,0,2,16,2,0,32,64,8,0,2,4,4,0
588,39,8,2,16,2,2,16,64,4,0,4,8,8,2,0,0,4
1384,125,2,16,8,16,2,8,64,4,0,2,16,2,0,0,0,4
992,48,8,0,0,0,32,4,2,0,16,64,4,2,8,8,8,4
1356,107,32,2,8,2,2,32,16,8,16,8,4,0,2,8,2,0
556,17,2,2,2,2,8,8,8,4,4,4,64,16,2,16,2,8
520,18,4,8,4,8,16,64,16,2,4,2,2,0,8,0,2,0
